"","earn","height","sex","race","ed","age"
"1172",40750.9588661231,68.43,"female","white",12,47
"1173",31779.0524294819,75.89,"male","white",14,30
"1174",29618.6709435351,63.28,"female","white",12,40
"1175",54032.4163361492,73.66,"male","white",14,82
"1176",39720.1169340478,67.95,"male","white",16,29
"1177",31789.5496754198,72.13,"male","white",17,81
"1178",52556.6622479844,68.05,"male","white",12,73
"1179",7362.32469627059,65.15,"female","white",12,77
"1180",32821.7394367105,59.85,"female","white",8,81
"1181",63629.1436845868,71.62,"male","white",16,37
"1182",23272.6828309175,63.92,"female","white",14,44
"1183",20070.4266821973,68.19,"female","white",12,52
"1184",40752.7857873425,60.68,"female","white",12,35
"1185",112293.228459904,67.16,"female","white",10,76
"1186",61431.2358244234,67.35,"female","white",17,59
"1187",23273.0643236029,62.89,"female","white",12,32
"1188",1005.66857107228,63.08,"female","white",15,37
"1189",24867.3944914387,59.74,"female","white",13,41
"1190",27052.3145447836,74.2,"male","white",16,35
"1191",95353.794962225,69.22,"male","white",14,70
"1192",24862.3904718197,66.82,"female","white",15,73
"1193",39757.9472100514,64.79,"male","white",16,90
"1194",28612.7898884795,62.2,"male","hispanic",12,67
"1196",111285.63662324,72.19,"male","white",18,51
"1197",987.783751585589,66.04,"female","hispanic",11,53
"1198",48687.8484753642,65.16,"female","white",18,63
"1199",13713.7442426761,61.86,"female","white",12,55
"1200",47740.9784984125,70.87,"male","white",16,38
"1201",998.743384307228,62.2,"female","white",11,30
"1202",42941.4351052398,71.11,"male","white",14,36
"1203",74706.6532959308,70.24,"male","white",18,47
"1204",19037.4454862462,67.15,"male","hispanic",12,26
"1205",39157.7510357454,62.05,"female","white",17,38
"1206",21664.6599424119,63.05,"female","hispanic",12,39
"1207",128217.042224129,60.94,"female","white",14,41
"1208",7935.49480666059,71.42,"male","white",12,22
"1209",1001.90663270767,64.92,"female","white",12,32
"1210",40760.9115574943,63.15,"female","white",10,64
"1211",44533.1100039177,66.12,"male","white",12,48
"1212",13695.752850286,64.1,"female","white",15,24
"1213",16880.9998315911,65.96,"female","white",13,55
"1214",15296.7303638123,68.23,"female","white",14,45
"1215",32784.8272263708,60.26,"female","white",12,41
"1216",19053.5691050415,65.21,"male","white",12,75
"1217",24854.2306409617,64.69,"female","white",14,70
"1218",32789.3796661253,60.64,"female","white",14,40
"1219",45525.7374951262,64.01,"female","white",14,40
"1220",1432.29097374576,65.79,"female","white",15,25
"1221",55693.5517533498,68.99,"male","white",14,78
"1222",42341.556083029,65.93,"female","hispanic",14,36
"1223",43933.8280668161,66.67,"female","white",17,38
"1224",23263.2462506252,68.63,"female","white",12,34
"1225",50908.8970813513,65.76,"male","white",16,37
"1226",16906.3460390581,68.97,"female","white",14,36
"1227",11121.5282649971,69.72,"male","white",16,34
"1228",44492.4222581206,71.03,"male","white",17,50
"1229",95400.5609817628,73.8,"male","white",13,58
"1230",19050.8316923704,68.91,"male","white",4,66
"1231",1013.52622790713,65,"female","white",13,67
"1232",995.78153389181,65.21,"female","white",12,50
"1233",24857.5303329462,74.88,"female","white",13,79
"1234",23863.0123251893,71.57,"male","white",11,67
"1235",42322.0737112319,64.12,"female","white",15,36
"1236",992.885672062796,58.99,"female","black",12,47
"1238",41288.4230868218,71.91,"male","hispanic",16,29
"1239",30767.8461101159,63.23,"female","black",10,40
"1240",1001.49804266558,68.29,"female","black",12,26
"1241",20079.5574272996,63.8,"female","black",12,77
"1242",127226.599652973,69.95,"male","white",17,43
"1243",77309.5329351063,66.06,"female","white",13,43
"1244",28575.3855635215,62.05,"male","other",16,31
"1245",135137.686883976,70.25,"male","white",15,69
"1246",56657.6081257394,64.13,"female","black",12,51
"1247",8027.18531618615,68.63,"male","white",16,26
"1248",15309.4702056486,63.81,"female","hispanic",13,26
"1249",48708.1791232664,66.66,"female","white",16,31
"1250",127277.492490206,72.18,"male","white",14,62
"1251",56642.969612385,65.09,"female","white",16,36
"1252",20084.6692833515,62.95,"female","white",14,38
"1253",317949.127955061,70.24,"male","white",18,38
"1254",7375.92570936378,63.98,"female","white",16,49
"1255",3199.96325523417,68.07,"male","white",12,22
"1256",39169.1000544924,66.02,"female","white",18,73
"1257",3128.40045423806,65.48,"male","hispanic",15,27
"1258",23908.082328374,70.4,"male","white",17,34
"1259",10533.1039963861,61.49,"female","white",12,69
"1260",7869.85708849864,65.83,"male","white",12,79
"1261",3375.81930734894,65.86,"female","hispanic",12,25
"1262",45509.3990429654,63.86,"female","white",18,52
"1263",15290.2441182621,69.81,"female","white",12,39
"1264",95402.6598745111,74.25,"male","white",14,56
"1265",1889.14088316683,66.1,"male","white",12,23
"1266",3224.43607582189,62.09,"female","hispanic",3,68
"1267",12132.5027696978,65.95,"female","white",13,47
"1268",34398.5804366668,62.01,"female","white",12,35
"1269",69966.2128885529,68.9,"male","white",12,62
"1270",46143.8478216483,68.08,"male","black",16,40
"1271",4767.09597374661,72.33,"male","hispanic",14,22
"1272",19086.1244824656,64.04,"male","black",13,26
"1273",988.878651448201,64.1,"female","black",16,23
"1274",1000.68811662548,59.57,"female","hispanic",9,43
"1275",31859.9039539382,72.28,"male","hispanic",12,32
"1276",2912.61685643064,61.72,"female","black",5,77
"1277",58812.5554780609,74.52,"male","white",16,29
"1278",12721.5684022168,65.93,"male","other",10,64
"1279",55596.6235470168,68.04,"male","hispanic",16,34
"1280",39687.7203364583,61.89,"male","other",14,41
"1281",29600.80026329,71.22,"female","white",10,33
"1282",48698.5173261034,62.99,"female","black",16,40
"1283",31762.5194770489,68.73,"male","white",18,73
"1284",19176.3341880439,70.83,"male","hispanic",6,44
"1285",1003.94818935734,64.17,"female","hispanic",12,69
"1286",16898.1539759619,66.07,"female","white",12,72
"1287",28592.6154784873,72.31,"male","white",14,52
"1288",986.165728698769,62.46,"female","hispanic",15,63
"1289",31868.4793403152,71.49,"male","black",12,30
"1290",50293.3455419254,67.94,"female","white",16,47
"1291",9521.39185162996,64.41,"male","hispanic",10,40
"1292",1004.20977744948,64.37,"female","white",12,42
"1293",19095.2615453343,69.52,"male","white",13,44
"1294",21672.4590284355,65.56,"female","white",16,37
"1295",42342.1759299248,67.01,"female","white",17,38
"1296",24857.4413604567,67.82,"female","black",11,35
"1297",48694.1241676915,64.07,"female","white",17,32
"1298",4199.25482208603,65.01,"female","white",14,45
"1299",7876.23087159809,69.78,"male","other",13,26
"1300",85249.2838792362,71.28,"female","white",14,30
"1301",993.735798257432,63.83,"female","white",12,40
"1302",4159.03322157321,61.54,"female","white",13,22
"1303",39787.6214099871,70.48,"male","white",17,33
"1304",8056.63501215389,73.65,"male","white",12,22
"1305",34382.0740264456,64.86,"female","white",13,31
"1306",28038.3578937832,70,"female","white",15,31
"1307",20087.0438961784,63.81,"female","white",13,41
"1308",66771.7539282786,70.25,"male","hispanic",14,48
"1309",33417.5208538918,74.3,"male","white",12,37
"1310",10531.9881266657,63.14,"female","hispanic",12,69
"1311",994.515746507949,59.23,"female","hispanic",12,50
"1312",39790.7425975321,73.85,"male","white",14,28
"1313",5753.10762270653,66.17,"female","white",14,23
"1314",6722.68142995174,64.94,"female","white",15,71
"1315",6373.6175685778,70.59,"male","white",12,23
"1316",31879.3535269404,69.07,"male","white",14,62
"1317",82711.753363371,60.14,"male","white",15,54
"1318",96406.7613267083,64.37,"female","white",12,47
"1319",24839.6398412734,63.84,"female","white",13,45
"1320",143040.708851371,72.27,"male","white",16,54
"1321",42349.1938093216,61.38,"female","white",14,69
"1322",1013.28842229702,62.68,"female","hispanic",13,36
"1323",3153.35665292635,69.16,"male","white",12,25
"1324",26434.5026070359,66.82,"female","white",12,65
"1325",39165.9289402853,65.15,"female","hispanic",11,31
"1326",23905.6894085143,67.55,"male","hispanic",16,32
"1327",66770.3896483816,74.1,"male","white",17,47
"1328",1007.81676112648,62.35,"female","white",15,52
"1329",16902.2396528115,64.83,"female","white",12,47
"1330",27044.398985041,70.96,"male","hispanic",13,40
"1331",48702.1770934611,64.03,"female","white",14,38
"1332",1000.8856431763,64.92,"female","white",16,26
"1333",51874.2088709548,68.84,"female","white",17,41
"1334",58234.5809653042,63.6,"female","hispanic",17,38
"1335",15865.7268275005,71.9,"male","hispanic",13,24
"1336",32792.0539545984,63.12,"female","white",15,33
"1337",39160.158504899,64.93,"female","white",12,33
"1338",27043.6720522342,72.12,"male","white",12,36
"1339",37592.311734899,64.49,"female","white",14,52
"1340",40747.9655119059,63.91,"female","white",12,37
"1341",79603.4564638413,71.36,"male","white",12,54
"1342",1006.46990206972,63.48,"female","white",14,43
"1343",32793.912006464,61.82,"female","white",12,34
"1344",48693.2024538462,66.01,"female","white",16,37
"1345",12137.6764657013,63.95,"female","white",10,43
"1346",11176.0659373347,66.99,"male","white",10,82
"1347",47774.2522227392,67.79,"male","white",11,36
"1348",5761.17534334497,66.38,"female","white",12,28
"1349",32799.1446940046,65.97,"female","white",14,47
"1350",64607.9618716391,65.68,"female","white",16,63
"1351",15899.4031550977,67.02,"male","white",12,81
"1352",25361.8283789109,66.1,"male","white",12,41
"1353",18482.9571837826,63.27,"female","white",9,55
"1354",26432.8864567014,67.89,"female","white",13,47
"1355",28644.500098047,70.32,"male","white",12,31
"1356",20065.0827364581,62.98,"female","white",16,30
"1357",6354.84212675623,70.09,"male","black",14,25
"1358",95416.6067984548,71.92,"male","white",12,49
"1359",68428.9230580318,74.92,"male","white",17,44
"1360",50299.0512923305,61.97,"female","white",14,43
"1361",80518.409375972,67.98,"female","white",17,43
"1362",43919.8943431691,68.18,"female","white",14,33
"1363",47712.4409351132,69.85,"male","white",17,60
"1364",19182.6074308127,73.26,"male","black",13,25
"1365",987.26513123966,69.01,"female","white",16,43
"1366",32798.0511760252,62.37,"female","white",17,34
"1367",24849.1932942171,60.3,"female","black",12,80
"1368",40757.9350769351,64.17,"female","other",16,41
"1369",4184.2226846731,60.19,"female","hispanic",6,71
"1370",4755.73650797254,72.94,"male","hispanic",15,24
"1371",175901.453597818,65.9,"female","other",18,52
"1372",87473.9687783999,68.82,"male","white",18,75
"1373",92205.596105924,69.62,"male","white",18,57
"1374",16905.5578510981,70.08,"female","white",16,40
"1375",30173.3803632981,71.68,"male","white",12,33
"1376",24853.5195136729,61.31,"female","white",18,86
"1377",13710.6713116427,63.64,"female","white",12,37
"1378",95426.0144102907,71.65,"male","white",12,54
"1379",9575.46185684499,68.22,"male","white",12,31
